matrix,vol_mfg,vol_mmg,vol_mfgir,vol_pfg,vol_pmg,vol_pfgir,time_mfg,time_mmg,time_mfgir,time_pfg,time_pmg,time_pfgir
adder_dcop_27,102,82,91,28,21,28,0.056024,0.054018,0.062492,0.013077,0.01121,0.014566
email,437,330,357,353,331,329,0.039953,0.030591,0.047007,0.01738,0.017982,0.019839
adder_dcop_25,102,82,91,28,21,28,0.056859,0.054241,0.062517,0.014331,0.011246,0.014261
adder_dcop_24,102,82,91,28,21,28,0.055389,0.054176,0.062034,0.015288,0.010619,0.014331
orbitRaising_2,8,8,8,8,8,8,0.015147,0.010369,0.015747,0.007028,0.00485,0.00704
swang1,94,94,94,94,94,94,0.042028,0.025948,0.047009,0.016306,0.013101,0.018552
swang2,94,94,94,94,94,94,0.042224,0.025889,0.043981,0.01678,0.013356,0.019129
orbitRaising_1,8,8,8,8,8,8,0.0092,0.006251,0.009735,0.004316,0.003695,0.00467
orbitRaising_4,36,24,35,16,24,16,0.02,0.012907,0.021391,0.007854,0.006004,0.008907
mesh2em5,34,34,34,34,34,34,0.007404,0.006419,0.00771,0.003178,0.005203,0.003525
rdb3200l,160,160,160,160,160,160,0.044521,0.023721,0.046445,0.013674,0.012647,0.016346
mhda416,36,28,26,27,22,26,0.02234,0.014275,0.025091,0.010438,0.007206,0.01149
bfwa398,24,22,24,21,22,21,0.010877,0.010584,0.011334,0.006064,0.005523,0.006671
ch,287,177,265,162,162,162,0.055636,0.041249,0.068112,0.025134,0.018422,0.0273
n3c5-b5,129,105,107,100,106,100,0.005194,0.003461,0.006594,0.002555,0.00247,0.002727
lp_nug07,287,271,271,281,251,266,0.013407,0.013213,0.014881,0.006459,0.006172,0.009177
lp_nug06,182,167,182,168,163,162,0.008941,0.00778,0.009794,0.005768,0.003129,0.006847
lp_nug05,104,93,104,107,90,102,0.004489,0.00429,0.004674,0.002355,0.002084,0.003029
dwt_607,63,56,60,54,56,52,0.020432,0.013248,0.021775,0.006465,0.006689,0.00784
relat7b,682,488,674,490,485,490,0.182234,0.123758,0.20452,0.127078,0.081881,0.138643
lp_nug08,486,431,472,428,388,419,0.022438,0.02106,0.024311,0.012696,0.009722,0.015482
nasa2146,216,156,152,156,148,148,0.167798,0.0522,0.178958,0.068208,0.039282,0.080388
jgl011,8,8,8,9,9,9,0.000917,0.000576,0.000903,0.000938,0.000715,0.000937
kineticBatchReactor_9,87,30,85,18,18,18,0.841409,0.504862,0.862655,0.06777,0.054342,0.073736
kineticBatchReactor_8,93,30,92,22,18,18,0.829649,0.406543,0.835086,0.065845,0.053794,0.084551
kineticBatchReactor_3,28,52,28,18,18,18,0.304591,0.177117,0.304563,0.041438,0.036874,0.047251
kineticBatchReactor_2,52,40,52,18,18,18,0.225897,0.129834,0.230747,0.092065,0.054456,0.092739
kineticBatchReactor_1,40,40,40,18,18,18,0.064937,0.045891,0.066741,0.038074,0.024937,0.039981
illc1850,86,29,62,23,20,23,0.023366,0.014646,0.027518,0.016533,0.008696,0.014948
kineticBatchReactor_6,88,78,72,34,18,34,0.772884,0.376426,0.819592,0.064275,0.052437,0.071298
kineticBatchReactor_5,78,30,78,18,30,18,0.761987,0.373217,0.789209,0.065002,0.04348,0.068936
kineticBatchReactor_4,54,54,54,18,18,18,0.666439,0.327503,0.68157,0.059394,0.049591,0.068139
bcsstm19,0,0,0,0,0,0,0.000889,0.000923,0.000932,0.000916,0.000839,0.000882
laser,4,4,4,4,4,4,0.012003,0.008823,0.012989,0.005761,0.005103,0.006855
bcsstm11,0,0,0,0,0,0,0.001243,0.001248,0.00126,0.001309,0.001188,0.001274
bcsstm10,48,36,36,39,36,36,0.055014,0.022516,0.060093,0.018986,0.01166,0.021737
bcsstm13,328,223,224,272,278,200,0.062667,0.03725,0.067294,0.028654,0.016067,0.032593
bcsstm12,72,72,72,72,72,72,0.04754,0.020003,0.047678,0.017236,0.010008,0.018277
oscil_dcop_50,2,2,2,2,2,2,0.004195,0.004886,0.005089,0.002475,0.002488,0.002784
oscil_dcop_51,2,2,2,2,2,2,0.004283,0.004868,0.004544,0.002547,0.002623,0.002748
oscil_dcop_52,2,2,2,2,2,2,0.004461,0.004846,0.004515,0.002367,0.002555,0.00267
oscil_dcop_53,2,2,2,2,2,2,0.004309,0.004719,0.004507,0.002578,0.002492,0.002737
lpi_bgetam,71,63,64,61,62,61,0.008169,0.005301,0.00976,0.003841,0.004141,0.004166
dwt_66,4,4,4,4,4,4,0.002284,0.001067,0.002522,0.001231,0.001224,0.001259
cavity06,113,104,87,154,80,97,0.095921,0.034524,0.102409,0.03845,0.020276,0.044398
cavity07,105,125,94,152,80,112,0.085552,0.035503,0.095707,0.037809,0.020677,0.043955
cavity04,74,74,55,79,56,56,0.021986,0.013271,0.02426,0.008737,0.006026,0.011039
cavity05,105,125,94,152,80,112,0.085521,0.035572,0.091184,0.037622,0.020854,0.043449
cavity02,74,74,55,79,56,56,0.02183,0.017617,0.02404,0.010084,0.005979,0.011383
cavity03,99,69,62,65,61,56,0.01984,0.011299,0.022306,0.008569,0.006895,0.011298
pcb1000,82,54,70,49,51,48,0.098377,0.055448,0.105023,0.04345,0.02831,0.046384
rdb5000,200,200,200,200,200,200,0.0571,0.040923,0.063626,0.022217,0.015594,0.024399
cavity08,113,104,87,154,80,97,0.096749,0.04128,0.101884,0.037467,0.020109,0.043874
cavity09,105,125,94,152,80,112,0.084946,0.03553,0.09136,0.03857,0.020716,0.04337
GD98_a,0,0,0,0,0,0,0.000493,0.000392,0.000511,0.000482,0.000417,0.000623
GD98_c,16,16,16,16,16,16,0.003112,0.001361,0.002416,0.001162,0.001057,0.001191
GD98_b,0,0,0,0,0,0,0.000591,0.000449,0.000464,0.000666,0.000491,0.000477
cis-n4c6-b3,962,961,962,803,913,793,0.055018,0.045203,0.05769,0.025154,0.022186,0.034195
cis-n4c6-b2,184,114,180,139,156,139,0.010702,0.010607,0.012037,0.004189,0.003511,0.004503
cis-n4c6-b1,19,19,19,16,16,16,0.001201,0.000975,0.001197,0.000984,0.000918,0.001085
Tina_AskCog,11,7,11,IMB,4,5,0.000482,0.000526,0.000548,IMB,0.000728,0.000632
plat362,59,56,55,56,56,54,0.019555,0.015366,0.021792,0.006595,0.00797,0.009184
t2dal_bci,96,86,86,86,86,86,0.078814,0.032882,0.085306,0.026545,0.022553,0.027238
lp_pds_06,283,215,257,213,213,213,0.128418,0.113274,0.145682,0.053836,0.046532,0.062371
lp_pds_02,76,74,73,62,62,62,0.034152,0.027301,0.04304,0.01604,0.014396,0.017809
GD96_c,5,6,5,6,6,6,0.00179,0.001499,0.001932,0.001705,0.001045,0.001791
GD96_b,6,6,5,3,3,3,0.001961,0.001038,0.002029,0.001069,0.000982,0.001074
GD96_a,0,0,0,0,0,0,0.001004,0.00092,0.000919,0.00093,0.000924,0.000913
t2d_q9,221,198,198,233,198,198,0.139738,0.726667,0.158673,0.052423,0.058385,0.07006
Trec9,45,39,42,37,38,37,0.007551,0.00375,0.008529,0.002964,0.002042,0.003352
GD96_d,0,0,0,0,0,0,0.000494,0.000597,0.000587,0.00058,0.000507,0.000809
t2d_q4,221,198,198,233,198,198,0.139634,0.072171,0.158052,0.05311,0.058232,0.069274
Trec6,6,5,6,5,5,5,0.000519,0.000566,0.000556,0.000754,0.000636,0.000733
Trec5,3,3,3,2,2,2,0.00049,0.000455,0.000559,0.000641,0.000796,0.000619
Trec4,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
Trec3,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
stormg2-8,77,67,77,81,102,70,0.056402,0.043106,0.06231,0.02768,0.025191,0.033464
poli_large,40,38,40,41,42,41,0.035984,0.035739,0.049001,0.031798,0.025769,0.038007
494_bus,18,13,18,12,14,12,0.005243,0.004772,0.005789,0.003126,0.002305,0.003378
lp_brandy,56,46,47,46,43,46,0.009247,0.004808,0.008648,0.003739,0.002422,0.003998
oscil_dcop_27,2,2,2,2,2,2,0.004272,0.004801,0.004492,0.002412,0.002544,0.003523
lpi_vol1,24,31,24,33,28,33,0.004896,0.004643,0.005125,0.002927,0.002592,0.003052
zenios,0,0,0,0,0,0,0.003982,0.003907,0.003881,0.00391,0.004007,0.003981
lns_131,23,24,23,25,24,25,0.002777,0.002784,0.002965,0.001666,0.002089,0.001882
lpi_cplex2,17,15,17,15,15,15,0.004647,0.003399,0.004828,0.002437,0.002216,0.002686
lpi_cplex1,50,4,4,4,4,4,0.03273,0.03975,0.038827,0.019119,0.015249,0.019942
G3,801,801,801,801,801,801,0.161199,0.080797,0.17048,0.065272,0.029482,0.076199
oscil_dcop_16,2,2,2,2,2,2,0.004291,0.005275,0.004569,0.002335,0.002723,0.002752
crack,174,173,174,177,164,156,0.128386,0.116117,0.135148,0.05187,0.056326,0.066285
GD95_a,1,3,1,1,1,1,0.000845,0.000626,0.000768,0.00072,0.0007,0.000705
GD95_b,3,5,3,2,3,2,0.000955,0.000735,0.00102,0.00094,0.000694,0.000956
GD95_c,7,6,7,6,6,6,0.002116,0.001725,0.002237,0.001736,0.001119,0.001927
lp_e226,28,22,28,22,24,22,0.009455,0.004898,0.009764,0.003907,0.003506,0.004228
can_96,24,24,24,24,24,24,0.003537,0.002521,0.003657,0.00165,0.001778,0.001615
adder_dcop_63,102,82,91,28,21,28,0.055701,0.054191,0.061684,0.013682,0.010696,0.014732
bips98_1450,39,44,39,37,45,37,0.066862,0.049525,0.073647,0.036508,0.026374,0.038789
oscil_dcop_18,2,2,2,2,2,2,0.004285,0.004902,0.004618,0.002631,0.002573,0.00275
dwt_361,28,26,26,26,26,26,0.012037,0.006805,0.013134,0.003232,0.003754,0.003596
mesh3em5,34,34,34,34,34,34,0.006115,0.005431,0.006588,0.00222,0.002234,0.002668
fs_680_3,12,12,12,12,12,12,0.007256,0.005177,0.007749,0.002922,0.002552,0.003416
fs_680_2,12,12,12,12,12,12,0.007318,0.005125,0.007647,0.002974,0.002531,0.004595
plsk1919,28,28,28,34,28,28,0.02098,0.026045,0.022279,0.009502,0.011141,0.011614
lns_3937,114,114,114,115,114,114,0.062754,0.056641,0.060098,0.026729,0.026654,0.031019
d_ss,4,4,4,4,4,4,0.001585,0.001166,0.001623,0.000996,0.001005,0.001036
lp_sc50b,5,6,5,5,5,5,0.001338,0.001173,0.001433,0.001014,0.001145,0.001106
lp_sc50a,6,5,6,6,6,6,0.001555,0.001093,0.001622,0.00098,0.001105,0.001029
gams10am,2,2,2,2,2,2,0.002281,0.002393,0.002068,0.001266,0.00103,0.001199
GD06_theory,0,0,0,0,0,0,0.000555,0.000472,0.00057,0.000424,0.000511,0.000568
bp_800,35,36,35,32,45,32,0.015959,0.010778,0.015419,0.006813,0.005658,0.007343
grid1,0,0,0,0,0,0,0.00053,0.000551,0.000511,0.000589,0.000618,0.000517
abb313,9,7,7,8,8,8,0.005343,0.004044,0.005797,0.002288,0.002141,0.002874
grid2,0,0,0,0,0,0,0.001834,0.001879,0.001957,0.001766,0.001897,0.001819
bcspwr03,8,10,8,9,10,8,0.002892,0.002461,0.002972,0.001567,0.001621,0.00167
bcspwr02,4,11,4,4,4,4,0.002007,0.001187,0.001978,0.000815,0.001096,0.000967
ODLIS,435,362,371,373,376,362,0.083226,0.063239,0.093537,0.058217,0.038217,0.059543
bcspwr07,8,8,8,12,8,12,0.010498,0.009325,0.011481,0.005985,0.005093,0.006696
bcspwr06,10,9,10,16,9,16,0.010718,0.011372,0.011237,0.005418,0.005206,0.00573
bcspwr05,14,14,14,14,14,14,0.005808,0.00455,0.0054,0.003287,0.002182,0.003614
bcspwr04,14,22,14,20,24,20,0.005508,0.005768,0.005877,0.002768,0.002965,0.003125
bcspwr09,18,18,18,14,16,14,0.01356,0.010807,0.014218,0.00696,0.007046,0.007459
bcspwr08,12,22,12,12,12,12,0.012555,0.009221,0.013327,0.005708,0.005723,0.006899
email-Eu-core,545,407,413,485,416,410,0.104096,0.055005,0.110008,0.05115,0.031661,0.071244
adder_dcop_34,102,82,91,28,21,28,0.055425,0.054254,0.062301,0.013249,0.011206,0.015004
adder_dcop_35,102,82,91,28,21,28,0.055879,0.053998,0.0626,0.013145,0.011095,0.014633
adder_dcop_36,102,82,91,28,21,28,0.059314,0.054017,0.061833,0.012864,0.010979,0.014565
adder_dcop_37,102,82,91,28,21,28,0.055832,0.054242,0.062347,0.015111,0.011284,0.014014
adder_dcop_30,102,82,91,28,21,28,0.056306,0.053855,0.069478,0.014236,0.011157,0.016917
can_73,18,20,18,23,21,20,0.002059,0.002176,0.002016,0.001231,0.001179,0.001525
adder_dcop_32,102,82,91,28,21,28,0.057366,0.054717,0.061768,0.013559,0.011146,0.014844
adder_dcop_33,102,82,91,28,21,28,0.055484,0.054206,0.062271,0.013856,0.010805,0.015219
bips98_1142,50,45,49,41,41,41,0.05684,0.042688,0.068297,0.032291,0.023453,0.035677
adder_dcop_11,88,67,83,21,19,21,0.056631,0.053625,0.058176,0.013389,0.010701,0.01511
adder_dcop_38,102,82,91,28,21,28,0.056364,0.054148,0.062167,0.013786,0.011081,0.014724
lpi_galenet,7,4,7,2,2,2,0.000457,0.000617,0.000456,0.000572,0.000603,0.000612
SmallW,18,15,17,15,14,15,0.004453,0.00388,0.004976,0.002844,0.003361,0.003232
nopoly,50,47,50,62,49,62,0.13608,0.079576,0.146381,0.05089,0.039051,0.060789
lp_pilot_we,79,58,76,54,51,52,0.019883,0.012783,0.021789,0.010473,0.007506,0.012819
mhd3200b,2,2,2,4,2,4,0.02238,0.015229,0.023796,0.011529,0.00974,0.013013
p0201,40,30,32,33,30,33,0.006304,0.004803,0.007149,0.005013,0.003835,0.004109
mhd3200a,33,27,26,29,27,22,0.139171,0.065392,0.150939,0.060343,0.032667,0.077181
cell1,234,132,234,154,128,127,0.078835,0.043766,0.083128,0.022866,0.02121,0.036835
cell2,234,132,234,154,128,127,0.079029,0.049497,0.081921,0.023136,0.021873,0.033413
spiral,49,40,42,42,40,40,0.043783,0.018801,0.047067,0.022462,0.010864,0.025128
qh1484,24,20,24,16,20,16,0.010988,0.013235,0.012313,0.005685,0.00479,0.006598
n3c4-b4,7,6,7,5,IMB,5,0.000517,0.000539,0.00053,0.000673,IMB,0.000629
California,364,290,303,276,316,269,0.04538,0.034351,0.065063,0.0233,0.020194,0.031043
n3c4-b1,7,6,7,6,IMB,6,0.000559,0.000483,0.000589,0.000896,IMB,0.000697
n3c4-b2,14,12,14,10,9,11,0.000684,0.00051,0.000581,0.000692,0.000709,0.000742
n3c4-b3,14,12,14,11,9,9,0.000559,0.000569,0.000596,0.000589,0.0009,0.000954
lpi_ex72a,6,4,6,4,4,4,0.002184,0.002391,0.002332,0.001593,0.001226,0.001461
xingo_afonso_itaipu,36,32,36,36,36,36,0.069318,0.046178,0.075226,0.035548,0.028597,0.041919
lp_stocfor1,11,11,11,10,10,10,0.002633,0.002532,0.002647,0.001455,0.001691,0.001582
lp_stocfor2,9,9,9,27,9,27,0.017942,0.012473,0.018783,0.008547,0.006444,0.00973
airfoil1,86,78,86,73,83,72,0.051969,0.04044,0.05354,0.021189,0.019478,0.024834
zeros_nopss_13k,36,32,36,36,36,36,0.065164,0.049219,0.071206,0.036269,0.02847,0.042416
TSOPF_FS_b9_c1,41,72,36,24,24,24,0.1307,0.074626,0.135884,0.0238,0.0184,0.02674
dwa512,25,24,25,24,24,24,0.008028,0.005756,0.008571,0.003345,0.003072,0.003635
lp_standmps,61,35,47,26,28,26,0.013262,0.011275,0.01485,0.008422,0.007601,0.008687
cage3,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
problem,6,4,6,8,3,7,0.000976,0.000698,0.000975,0.000704,0.000743,0.000748
LF10000,4,4,4,4,4,4,0.08933,0.043977,0.099023,0.046441,0.03289,0.05291
jgl009,10,10,10,6,IMB,6,0.000577,0.000865,0.000563,0.000696,IMB,0.000732
mbeaflw,497,377,367,456,369,370,0.41379,0.069527,0.43577,0.191661,0.06861,0.226071
lp_sctap1,23,19,23,24,21,24,0.005359,0.003369,0.005665,0.00297,0.002611,0.003854
lp_sctap3,62,52,62,40,40,40,0.020769,0.012467,0.021737,0.010158,0.007069,0.010443
lp_sctap2,65,45,64,40,40,40,0.016917,0.010295,0.019224,0.008856,0.005313,0.007958
lp_agg3,47,46,46,56,50,49,0.013415,0.01204,0.014305,0.00577,0.004549,0.006736
lp_agg2,48,46,46,69,46,69,0.01414,0.009827,0.015315,0.005959,0.005749,0.006405
oscil_dcop_29,2,2,2,2,2,2,0.004401,0.004795,0.004844,0.002415,0.002577,0.002839
oscil_dcop_28,2,2,2,2,2,2,0.004273,0.004889,0.004508,0.002508,0.002584,0.002753
cz1268,20,19,20,20,19,20,0.030446,0.017825,0.029512,0.010701,0.007152,0.013031
oscil_dcop_21,2,2,2,2,2,2,0.004227,0.005489,0.004529,0.00257,0.002677,0.002815
oscil_dcop_20,2,2,2,2,2,2,0.004327,0.00481,0.004526,0.002971,0.002598,0.002969
oscil_dcop_23,2,2,2,2,2,2,0.004516,0.004897,0.00493,0.002506,0.002582,0.002733
oscil_dcop_22,2,2,2,2,2,2,0.004228,0.004849,0.004559,0.002714,0.00254,0.002754
oscil_dcop_25,2,2,2,2,2,2,0.004324,0.004736,0.004511,0.002468,0.002525,0.002749
oscil_dcop_24,2,2,2,2,2,2,0.004224,0.004771,0.004577,0.002417,0.002501,0.002769
barth,77,76,77,79,80,79,0.053834,0.053518,0.057251,0.025304,0.023933,0.028789
oscil_dcop_26,2,2,2,2,2,2,0.004208,0.004762,0.00453,0.002407,0.00265,0.003148
polbooks,24,18,24,18,18,18,0.003732,0.003196,0.003945,0.00234,0.002346,0.002508
email-Eu-core-temporal,551,429,438,499,428,424,0.109069,0.050017,0.118237,0.049972,0.031992,0.058824
dwt_72,4,4,4,4,4,4,0.001652,0.001353,0.001689,0.001349,0.000913,0.001328
cavity11,199,136,143,204,136,128,0.204697,0.071952,0.219036,0.088004,0.04155,0.095699
cavity10,228,176,151,141,144,136,0.210452,0.07542,0.212781,0.086432,0.040259,0.097449
cavity13,199,136,143,204,136,128,0.207768,0.072315,0.222527,0.08655,0.041796,0.097315
cavity12,228,176,151,141,144,136,0.198993,0.077759,0.216924,0.084195,0.040593,0.096945
cavity15,199,136,143,204,136,128,0.210131,0.072621,0.219279,0.084889,0.042473,0.09767
cavity14,228,176,151,141,144,136,0.202431,0.075923,0.225941,0.085922,0.040403,0.098735
bfwb398,12,12,12,13,12,13,0.010238,0.008984,0.010624,0.00406,0.004348,0.004502
dolphins,19,18,18,18,18,18,0.002283,0.001864,0.002491,0.001582,0.001489,0.001748
west0497,24,24,20,18,19,18,0.004787,0.003893,0.005826,0.002739,0.002572,0.003038
lp_80bau3b,94,73,87,100,89,100,0.049031,0.032627,0.053489,0.020923,0.017542,0.025266
barth5,95,88,95,73,72,73,0.10224,0.077421,0.123006,0.042151,0.04017,0.048542
barth4,50,53,50,61,50,61,0.041515,0.036985,0.042998,0.017967,0.014356,0.019558
netscience,0,0,0,0,0,0,0.001409,0.001394,0.001419,0.001716,0.001327,0.001346
